	r_cntr	object_id	raj2000	dej2000	e_raj2000	e_dej2000	smss_j	mean_epoch	rms_epoch	glon	glat	flags	nimaflags	ngood	ngood_min	nch_max	density	u_flags	u_nimaflags	u_ngood	u_nch	u_nclip	v_flags	v_nimaflags	v_ngood	v_nch	v_nclip	g_flags	g_nimaflags	g_ngood	g_nch	g_nclip	r_flags	r_nimaflags	r_ngood	r_nch	r_nclip	i_flags	i_nimaflags	i_ngood	i_nch	i_nclip	z_flags	z_nimaflags	z_ngood	z_nch	z_nclip	class_star	flags_psf	radius_petro	u_psf	e_u_psf	u_rchi2var	u_petro	e_u_petro	v_psf	e_v_psf	v_rchi2var	v_petro	e_v_petro	g_psf	e_g_psf	g_rchi2var	g_petro	e_g_petro	r_psf	e_r_psf	r_rchi2var	r_petro	e_r_petro	i_psf	e_i_psf	i_rchi2var	i_petro	e_i_petro	z_psf	e_z_psf	z_rchi2var	z_petro	e_z_petro	ebmv_sfd	prox	prox_id	dr1_id	dr1_dist	twomass_key	twomass_dist	allwise_cntr	allwise_dist	ucac4_mpos	ucac4_dist	refcat2_id	refcat2_dist	ps1_dr1_id	ps1_dr1_dist	galex_guv_id	galex_guv_dist	gaia_dr2_id1	gaia_dr2_dist1	gaia_dr2_id2	gaia_dr2_dist2
☄	494.55	406587372	218.029337	-78.197616	29	32	143207.04-781151.4	57199.4284	9.0E-4	308.1335	-16.355276	1	0	3	1	1	2.0			0		0			0		0			0		0			0		0	1	0	2	1	0	0	0	1	1	0	0.801	3	7.59																					18.8005	0.0908	48.701	18.6783	0.1218	18.5162	0.0328	0.0	18.3624	0.1311	0.1214	6.7	406587371	246422137	6.69	1203886705	6.66	2160078801351056897	7.12			534214227	0.21					5785780238637825408	0.21	5785780238637826304	6.85
☄	494.55	406585675	217.894932	-78.04315	36	36	143134.78-780235.3	57199.4298	0.0	308.1703	-16.20238	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.553	0	7.26																					18.8097	0.0188	0.0	19.0472	0.1377						0.1188	15.0						2160078801351058764	0.6			533336054	0.1					5785785942354428416	0.1	5785787419819796608	12.11
☄	494.72	406593401	218.996996	-78.19199	21	76	143559.27-781131.1	57199.4284	9.0E-4	308.32483	-16.429632	0	0	3	1	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.71	0	9.07																					18.8459	0.0104	0.281	18.7149	0.0737	18.7241	0.0166	0.0	18.8319	0.1368	0.1275	15.0										534216079	0.2					5785769445377723392	0.2		
☄	494.75	406589612	219.158641	-78.079734	31	42	143638.07-780447.0	57199.4284	0.002	308.4044	-16.340858	0	0	2	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.626	0	6.93																					18.8808	0.0243	1.635	19.1433	0.0956						0.1243	12.5	406589614	246423749	0.13	888892399	13.05	2160078801351054721	12.56			535156671	0.19					5785864965453054976	0.19	5785864969749395456	8.71
☄	494.76	406589606	219.138347	-78.06119	36	38	143633.20-780340.2	57301.1521	245.5065	308.40836	-16.322227	0	0	8	2	1	2.0			0		0			0		0	0	0	2	1	0	0	0	2	1	1	0	0	2	1	1	0	0	2	1	1	0.98	0	6.85											17.6072	0.0375	7.173	17.7681	0.2301	17.2323	0.011	8.134	17.3067	0.138	17.016	0.0115	17.065	17.0989	0.0381	16.9494	0.0184	36.203	17.0379	0.0575	0.1243	12.8	406589605	246423745	0.1	888892330	0.01	2160078801351054499	0.28			282963981	0.08					5785865038470668800	0.08	5785865038471870464	7.4
☄	495.15	406587357	217.989688	-78.189031	26	35	143157.52-781120.5	57067.6163	177.1887	308.12927	-16.344189	0	0	6	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	4	1	0	0.956	0	6.35																					18.0839	0.0085	1.037	18.081	0.0444	17.8624	0.0643	48.742	17.9795	0.0648	0.1214	5.3	406587358	246422126	0.12	1203867595	13.13	2160078801351057596	0.65			533336239	0.11					5785780990249879424	0.11	5785780990249879552	5.64
☄	495.22	406585631	218.016689	-78.005591	52	122	143204.00-780020.1	57199.4277	0.001	308.20987	-16.177773	3	0	2	1	1	3.0			0		0			0		0			0		0			0		0	3	0	1	1	0	0	0	1	1	0	0.492	3	7.92																					19.0819	0.1058	0.0	18.8702	0.1396	18.7472	0.0668	0.0	18.6011	0.1867	0.1119	5.5	406585417	246420933	0.53	1203886042	5.23	2160078801351056590	10.64			849011572	0.83					5785787625981195008	0.83	5785787625976174080	1.75
☄	495.28	406593421	218.854199	-78.21681	32	25	143525.00-781300.5	57199.4277	0.001	308.2865	-16.440393	0	0	2	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0.945	0	7.92																					18.2373	0.0144	0.0	18.2123	0.0921	18.2645	0.0243	0.0	18.2283	0.1624	0.1275	15.0										534215821	0.25					5785769342298489856	0.25	5785769346597877120	14.08
☄	495.3	406585636	217.980447	-78.014152	24	32	143155.30-780050.9	57132.8907	124.3661	308.19916	-16.182678	0	0	17	3	1	1.0			0		0			0		0	0	0	3	1	0	0	0	3	1	1	0	0	5	1	0	0	0	6	1	0	0.98	0	5.08											16.4893	0.0391	9.304	16.4883	0.0447	16.0674	0.0148	3.543	16.0206	0.0472	15.7447	0.0171	0.017	15.6459	0.0125	15.5734	0.0239	5.616	15.5496	0.0146	0.1119	15.0		246420937	0.04	1203866909	0.51	2160078801351056354	0.21	2879189	0.44	43818384	0.7					5785787625976171648	0.7	5785787625981193088	0.85
☄	495.46	406593333	219.058256	-78.175985	22	43	143613.98-781033.5	57301.0787	201.0829	308.3436	-16.420162	2	4	17	3	1	2.0			0		0			0		0	0	0	3	1	0	0	0	3	1	1	2	4	5	1	1	2	0	6	1	0	0.983	0	6.15											17.2127	0.0166	2.719	17.2102	0.0718	16.6891	0.0248	37.247	16.5972	0.0498	16.3985	0.0094	5.571	16.4354	0.0243	16.2323	0.0157	10.729	16.2596	0.0326	0.1275	6.5	406593332	246426398	0.06	888892721	0.13	2160078801351053748	0.55	2822970	0.68	143771095	0.14					5785863281825796096	0.14	5785863281825796224	6.49
☄	495.5	406593582	218.396115	-78.235981	42	29	143335.06-781409.5	57098.6738	199.8656	308.18927	-16.420237	0	0	15	2	1	1.0			0		0			0		0	0	0	2	1	0	0	0	4	1	0	0	0	5	1	0	0	0	4	1	1	0.978	0	7.41											17.3797	0.0712	15.723	17.5425	0.1045	17.0793	0.0114	2.23	17.145	0.0611	16.6588	0.0069	0.498	16.6317	0.0298	16.5812	0.0078	11.296	16.7418	0.0787	0.1214	15.0		246426580	0.09	1203886855	0.14	2160078801351054063	0.71			143508016	0.18					5785768384527646464	0.18	5785768384525169152	13.28
☄	495.62	406582498	218.948711	-77.99841	26	27	143547.69-775954.2	57131.3054	175.8078	308.3977	-16.24885	0	0	17	2	1	1.0			0		0			0		0	0	0	2	1	1	0	0	4	1	0	0	0	5	1	0	0	0	6	1	0	0.982	0	5.84											16.9541	0.0225	42.701	17.1095	0.079	16.4842	0.0079	1.172	16.4584	0.0821	16.154	0.0088	2.573	16.0731	0.0148	16.0095	0.0064	1.561	16.0033	0.0407	0.1128	15.0		246418635	0.03	888892128	0.1	2160078801351053848	0.36	2886561	0.06	143507635	0.15					5785877339257062656	0.15		
☄	495.72	406593332	219.063326	-78.174508	34	29	143615.19-781028.2	57253.6813	234.9537	308.3452	-16.41924	3	0	5	1	1	2.0			0		0			0		0			0		0			0		0	3	0	1	1	0	3	0	4	1	1	0.968	3	6.19																					17.9451	0.0127	0.0	18.0474	0.0532	17.6049	0.0191	27.358	17.6053	0.0503	0.1275	6.5	406593333	246426397	0.14	888892721	6.41	2160078801351053748	5.95	2822970	5.83	535156464	0.05					5785863281825796224	0.05	5785863281825796096	6.63
☄	495.79	406587401	218.081093	-78.207572	34	29	143219.46-781227.2	57199.4291	0.0014	308.13953	-16.3686	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.916	0	6.77																					18.4581	0.0173	4.403	18.5127	0.0565	18.2589	0.0133	0.027	18.2947	0.1454	0.1214	5.9	406587402	246422160	0.21	1203886759	14.82	2160078801351057441	0.82			534214323	0.16					5785780547875468544	0.16	5785780169918345728	6.06
☄	495.93	406582022	218.634654	-77.965101	28	28	143432.31-775754.3	57105.9348	165.4476	308.34952	-16.191895	0	3	15	3	1	2.0			0		0			0		0	0	0	3	1	0	0	0	3	1	1	0	3	4	1	1	0	0	5	1	1	0.983	0	5.61											16.8423	0.0189	7.681	16.8311	0.0571	16.5331	0.0073	4.023	16.648	0.0484	16.3384	0.0061	3.447	16.3718	0.0149	16.2544	0.0061	5.244	16.2882	0.0329	0.1128	10.1	406582023	246418296	0.04	875348036	0.15	2185077301351006082	0.49			143507389	0.18					5785881045811460736	0.18	5785881050108848000	10.25
☄	496.04	406585642	217.94909	-78.02255	20	23	143147.78-780121.1	57110.765	130.4206	308.18948	-16.187841	2	0	18	3	1	3.0			0		0			0		0	0	0	3	1	0	0	0	4	1	0	2	0	5	1	0	0	0	6	1	0	0.984	0	4.61											15.8966	0.0217	8.135	15.9076	0.038	15.4034	0.0079	1.464	15.4098	0.0299	15.0789	0.0066	1.887	15.0854	0.0092	14.9264	0.0063	2.038	14.9446	0.0081	0.1119	10.7	406585641	246420943	0.02	1203866939	0.18	2160078801351056253	0.11	2875920	0.03	43818365	0.15					5785787522901976960	0.15	5785787522901977472	10.71
☄	496.71	406582508	218.99557	-78.007726	39	58	143558.93-780027.8	57199.4291	0.0014	308.403	-16.26133	0	0	4	2	1	5.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.899	0	6.93																					18.4765	0.0159	0.56	18.7291	0.072	18.3258	0.072	20.109	18.6845	0.1401	0.1243	9.2	406582507	246418730	14.7			2160078801351054620	14.07			534216074	0.08					5785877231879733632	0.08	5785877438038164736	9.19
☄	496.9	406582640	219.005616	-78.009999	36	36	143601.34-780035.9	57199.427	0.0	308.40402	-16.264257	0	0	1	1	1	3.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.503	0	7.92																					19.2912	0.0284	0.0	19.5512	0.1858						0.1243	10.9	406582642	246418730	10.81			2160078801351054620	10.28			849559019	0.1					5785877231879731328	0.1	5785877236175978752	10.18
☄	496.92	406585639	217.95884	-78.019269	35	92	143150.12-780109.3	57244.6394	197.5807	308.19275	-16.18562	0	0	6	2	1	4.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	4	1	0	0.966	0	6.85																					17.8941	0.0147	3.388	17.89	0.0416	17.8648	0.0424	17.917	17.9046	0.0885	0.1119	10.7	406585641	246420941	0.26	1203866930	10.73	2160078801351056994	11.56	2875920	13.85	281973515	0.12					5785787522901977344	0.12	5785787522899037184	4.46
☄	497.12	406582689	219.11408	-78.045574	24	29	143627.37-780244.0	57149.9076	179.4695	308.41025	-16.305925	0	4	14	2	1	2.0			0		0			0		0	0	0	2	1	1	0	4	4	1	0	0	0	4	1	0	0	0	4	1	1	0.983	0	4.58											15.8829	0.0079	13.161	15.9258	0.0318	15.3777	0.0117	4.652	15.4005	0.0159	15.0072	0.0054	0.302	15.0323	0.0084	14.8553	0.0058	6.776	14.882	0.0149	0.1243	13.6	406582683	246418766	0.05	888892283	0.21	2160078801351053638	0.04	2867074	0.35	44310497	0.12					5785865347708326784	0.12	5785865343410217600	13.29
☄	497.19	406587189	217.85771	-78.139884	32	127	143125.85-780823.5	57244.6394	272.9388	308.12344	-16.288359	0	0	6	3	1	1.0			0		0			0		0			0		0			0		0	0	0	3	1	0	0	0	3	1	2	0.946	0	7.04																					18.1195	0.0184	4.761	18.1076	0.0405	18.0072	0.0097	15.281	18.0282	0.0748	0.1188	15.0		246422020	0.01							533335991	0.18					5785784666741948032	0.18	5785784671040627328	14.2
☄	497.64	406585632	217.999825	-78.008401	14	35	143159.95-780030.2	57199.4284	9.0E-4	308.20535	-16.178976	0	0	3	1	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.806	0	7.75																					18.6524	0.0332	11.383	18.78	0.0718	18.5624	0.0206	0.0	18.8945	0.2155	0.1119	15.0										533336262	0.21					5785787621679598208	0.21	5785787625978269952	13.83
☄	497.95	406593635	218.6137	-78.236342	36	36	143427.28-781410.8	57199.427	0.0	308.23148	-16.438381	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.639	0	5.94																					19.2581	0.028	0.0	19.2606	0.1211						0.1265	8.7	406593637	246426620	8.9			2160078801351055299	8.46			849012181	0.31					5785769101780314368	0.31	5785769067420575360	8.86
☄	498.0	406593286	219.139913	-78.142259	56	35	143633.57-780832.1	57324.287	212.2172	308.37396	-16.396276	2	0	5	2	1	3.0			0		0			0		0			0		0			0		0	2	0	3	1	0	0	0	2	1	1	0.958	0	6.22																					18.0648	0.0117	2.306	18.0245	0.0494	17.8928	0.038	49.309	17.8779	0.0659	0.1275	5.2	406593285	246426367	0.19	888892625	14.97	2160078801351054379	1.26			535156632	0.11					5785863487984249344	0.11	5785863487984249472	5.44
☄	498.06	406582470	218.849937	-77.982174	22	23	143523.98-775855.8	57182.3988	166.2022	308.38504	-16.225657	0	2	15	2	1	2.0			0		0			0		0	0	0	2	1	0	0	2	3	1	0	0	0	4	1	1	0	0	6	1	0	0.981	0	6.37											17.4786	0.0495	7.017	17.303	0.1807	17.132	0.0185	2.536	17.2124	0.0676	16.9393	0.0176	10.882	16.9625	0.0258	16.831	0.0176	9.913	16.8967	0.0453	0.1128	12.1	406582464	246418610	0.05	888892079	0.32	2185077301351006303	0.32			282449952	0.08					5785878163891932032	0.08	5785878163889310592	8.02
☄	498.33	406593331	219.077903	-78.171026	9	22	143618.69-781015.6	57320.2399	135.5541	308.34955	-16.417288	0	0	19	4	1	2.0			0		0			0		0	0	0	4	1	0	0	0	4	1	0	0	0	6	1	0	0	0	5	1	1	0.983	0	5.42											16.6197	0.0083	1.067	16.6172	0.1161	16.1863	0.0217	11.868	16.1556	0.0403	15.9314	0.0116	5.782	15.9649	0.015	15.8391	0.0056	4.509	15.9136	0.013	0.1275	10.3	406593305	246426396	0.03	888892704	0.16	2160078801351053719	0.12	2824416	0.12	44310464	0.11					5785863281825799296	0.11	5785863354843434752	8.05
☄	498.35	406585333	218.284704	-77.968964	39	45	143308.32-775808.2	57153.2088	174.9354	308.2783	-16.166222	0	5	15	2	1	2.0			0		0			0		0	0	0	2	1	0	0	0	4	1	0	0	0	4	1	0	0	5	5	1	1	0.982	0	6.56											17.6506	0.0612	12.431	17.7147	0.0989	17.1218	0.0266	12.347	17.1327	0.1351	16.7762	0.0068	1.315	16.815	0.0204	16.6354	0.0063	39.904	16.7305	0.0279	0.1119	9.2	406585334	246420717	0.04	1203885911	0.21	2185077301351006450	0.2			143507095	0.17					5785788141377274112	0.17	5785787381161454464	9.01
☄	498.59	406593549	218.204738	-78.224552	45	72	143249.13-781328.3	57270.8734	274.2584	308.1567	-16.394196	0	0	6	3	1	1.0			0		0			0		0			0		0			0		0	0	0	3	1	0	0	0	3	1	0	0.977	0	7.92																					17.6581	0.0165	3.613	17.6503	0.0413	17.275	0.0227	8.388	17.2697	0.0885	0.1214	15.0		246426557	0.09	1203886814	0.16	2160078801351056699	0.2			282450523	0.21					5785780268695320320	0.21		
☄	498.89	406587236	217.897032	-78.161848	68	55	143135.28-780942.6	57199.4291	0.0014	308.1222	-16.31173	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.94	0	6.11																					18.1603	0.0083	0.07	18.2623	0.0536	18.0036	0.0422	21.546	18.0594	0.1329	0.1188	7.3	406587237	246422054	0.04	1203867480	11.19	2160078801351057162	1.0			533336058	0.19					5785781265127824000	0.19	5785781265127820928	7.51
☄	499.07	406587413	218.093722	-78.210746	9	56	143222.49-781238.6	57053.4786	212.7552	308.14072	-16.372538	0	0	3	1	1	3.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	0.974	0	5.94																					17.753	0.0128	0.0	17.8889	0.0468	17.5927	0.0489	12.376	17.8911	0.0827	0.1214	14.7	406587401	246422168	0.12	1203886759	0.12	2160078801351057342	0.19			282450401	0.12					5785780543573250048	0.12	5785780547875468544	14.85
☄	499.16	406593642	218.789859	-78.225261	37	32	143509.56-781330.9	56980.504	154.8025	308.27042	-16.442781	0	0	4	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.975	0	7.1																					17.7271	0.0167	2.034	17.8096	0.1061	17.5106	0.0357	7.32	17.6095	0.1276	0.1275	15.0		246426624	0.11	888892883	0.17	2160078801351054340	0.07			282451220	0.16					5785768964341362304	0.16	5785768968640750848	13.25
☄	499.25	406593413	218.943888	-78.20453	18	27	143546.53-781216.3	57134.0211	184.1113	308.30917	-16.436644	0	0	16	2	1	1.0			0		0			0		0	0	0	2	1	0	0	0	4	1	0	0	0	4	1	2	0	0	6	1	0	0.981	0	7.08											17.2189	0.031	10.906	17.302	0.1203	16.9835	0.0196	6.565	17.2394	0.0751	16.7315	0.007	11.636	16.7346	0.0377	16.6096	0.0148	5.538	16.5986	0.0357	0.1275	15.0		246426453	0.1	888892810	0.08	2160078801351053982	0.13			143508406	0.09					5785769411017974656	0.09	5785769415317357440	14.98
☄	499.36	406587242	217.917945	-78.170135	62	32	143140.30-781012.4	57067.6163	177.1887	308.12292	-16.321035	0	0	6	2	1	2.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	4	1	1	0.972	0	6.35																					17.9446	0.0304	10.933	17.9811	0.0868	17.4562	0.0319	15.932	17.5085	0.1006	0.1251	12.3	406587243	246422058	0.1	1203867524	0.24	2160078801351056799	0.28			533336104	0.19					5785781265127811456	0.19	5785781269426502784	12.28
☄	499.39	406593394	219.029214	-78.186139	35	50	143607.01-781110.1	57199.4284	9.0E-4	308.33362	-16.42699	0	0	3	1	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.533	0	8.91																					18.9267	0.0366	13.69	18.9386	0.0971	18.57	0.0163	0.0	18.6806	0.1695	0.1275	10.7	406593395					2160078801351054378	0.37			849559043	0.35					5785769449674472832	0.35	5785769445377729920	10.89
☄	499.54	406582682	219.103869	-78.039404	7	30	143624.92-780221.8	57166.0763	128.661	308.41086	-16.29943	0	3	21	2	1	2.0	0	0	2	1	0	0	0	2	1	0	0	3	3	1	0	0	0	3	1	1	0	0	5	1	0	0	0	6	1	0	0.984	0	6.19	16.9409	0.0878	37.452	16.9548	0.2693	16.7672	0.0157	0.672	16.74	0.1048	14.9911	0.0126	3.37	15.014	0.0139	14.5498	0.0067	6.407	14.5844	0.0157	14.2808	0.0047	0.539	14.2987	0.0056	14.1779	0.0043	0.759	14.2047	0.0055	0.1243	12.2	406582683	246418762	0.05	888892265	0.25	2160078801351053575	0.07	2869454	0.14	44310489	0.15					5785865416427810176	0.15	5785865343410217600	12.33
☄	499.68	406593280	219.150697	-78.13628	70	40	143636.16-780810.6	57199.4291	0.0014	308.37863	-16.391737	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.951	0	5.78																					18.1439	0.0504	35.477	18.17	0.0969	18.0208	0.0107	0.884	17.9991	0.075	0.1275	9.5	406593281	246426361	0.21	888909147	13.0	2160078801351054569	0.58			535156656	0.16					5785863526642137344	0.16	5785863487984252800	9.73
☄	499.82	406585924	217.827103	-78.105696	36	27	143118.50-780620.5	57225.894	181.3335	308.13135	-16.254435	0	0	11	2	1	1.0			0		0			0		0			0		0	0	0	2	1	0	0	0	4	1	1	0	0	5	1	1	0.982	0	6.35																17.6341	0.0361	6.649	17.736	0.0956	16.6129	0.0061	16.243	16.5949	0.0146	16.2106	0.0091	4.976	16.2457	0.0176	0.1188	15.0		246421163	0.03	1203867262	0.3	2160078801351056411	0.05			143259333	0.17					5785784945922003072	0.17		
☄	499.84	406582644	219.037309	-78.016829	114	54	143608.95-780100.5	57230.5027	208.5975	308.40738	-16.273182	0	0	6	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	4	1	0	0.482	0	9.24																					17.982	0.0923	0.083	16.9432	0.0394	17.7922	0.0607	0.079	17.3234	0.0689	0.1243	15.0		246418731	0.14			2160078801351053793	0.1									5785877167456659072	9.81	5785877236173493248	13.78
☄	499.9	406582641	219.024204	-78.013315	13	26	143605.80-780047.9	57089.7139	132.1678	308.40628	-16.268862	0	0	16	3	1	2.0			0		0			0		0	0	0	3	1	0	0	0	3	1	1	0	0	4	1	1	0	0	6	1	0	0.983	0	5.68											16.75	0.0317	11.989	16.6704	0.0505	16.3616	0.0075	6.741	16.4168	0.0476	16.1439	0.0076	13.233	16.1796	0.0161	16.0496	0.0096	3.68	16.1051	0.0173	0.1243	14.3	406582643	246418729	0.05	888892178	0.14	2160078801351054014	0.22			143771076	0.12					5785877236177830784	0.12	5785877236175978752	13.22
☄	500.09	406593684	218.474281	-78.238814	66	25	143353.82-781419.7	57199.4305	0.001	308.2033	-16.429214	0	0	2	1	1	3.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0.774	0	6.27																					18.2434	0.0186	0.0	18.4386	0.0806	17.9003	0.0166	0.0	18.1159	0.1482	0.1214	9.8	406593687	246426655	0.2	1203886864	0.21	2160078801351054640	0.44			534215061	0.23					5785768345866075648	0.23	5785768345866073344	9.74
☄	500.1	406585864	217.835659	-78.077699	44	66	143120.55-780439.7	57166.1116	209.2439	308.14444	-16.22936	0	0	10	5	1	1.0			0		0			0		0			0		0			0		0	0	0	5	1	0	0	0	5	1	0	0.969	0	6.34																					17.4004	0.0508	18.542	17.2381	0.0374	17.0077	0.0243	3.084	17.0065	0.0339	0.1188	15.0		246421121	0.07	1203867166	0.39	2160078801351057634	13.82			281973371	0.64					5785785152080439296	0.64	5785785152077020160	0.94
☄	500.29	406585337	218.357959	-77.964188	67	34	143325.91-775751.0	57022.9147	146.2351	308.29486	-16.167925	0	0	8	1	1	3.0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0	0	3	1	0	0	0	3	1	1	0.981	0	7.15											17.6204	0.0142	0.0	17.8974	0.23	17.4575	0.0228	0.0	17.598	0.1458	16.9711	0.0153	5.222	16.9626	0.0188	16.8454	0.0177	25.404	16.8652	0.0291	0.1119	11.8	406585338	246420720	0.15	1203885889	0.15	2185077301351006845	0.1			282449287	0.15					5785881221907556736	0.15	5785881221907554176	11.92
☄	500.38	406587358	217.984977	-78.190141	36	36	143156.39-781124.5	57199.427	0.0	308.12787	-16.34483	0	0	1	1	1	4.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.72	2	5.28																					19.1008	0.0241	0.0	19.1519	0.1112						0.1251	5.3	406587357	246422126	5.39	1203867595	9.69	2160078801351057596	4.67			848490118	0.35					5785780990249879552	0.35	5785780990249879424	5.25
☄	500.39	406586373	217.841463	-78.130444	35	34	143121.95-780749.5	57230.9655	186.0502	308.12408	-16.278364	0	0	11	2	1	2.0			0		0			0		0			0		0	0	0	2	1	0	0	0	5	1	1	0	0	4	1	1	0.978	0	7.89																17.7532	0.0714	18.84	17.885	0.1404	17.5832	0.0125	10.119	17.6623	0.0296	17.5027	0.0148	15.142	17.5793	0.0479	0.1188	14.9	406586775	246421483	0.1	1203867341	0.26	2160078801351057755	0.24			281973376	0.09					5785784735461435264	0.09	5785784671040631296	11.79
☄	500.43	406593644	218.748233	-78.22935	57	47	143459.57-781345.6	57273.0664	428.0065	308.2606	-16.443075	0	0	8	1	1	2.0			0		0			0		0			0		0	0	0	1	1	0	0	0	4	1	0	0	0	3	1	1	0.978	0	8.21																17.5544	0.0616	0.0	17.2059	0.1606	16.9938	0.0188	0.591	16.7694	0.0215	16.6438	0.0254	4.225	16.4487	0.0523	0.1265	13.1	406593643	246426626	0.23	888892901	0.4	2160078801351053863	0.29			282451181	0.33					5785768934278378112	0.33	5785768934283455232	1.05
☄	500.73	406582649	219.082657	-78.030516	28	55	143619.83-780149.8	57199.4291	0.0014	308.4105	-16.28952	0	0	4	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.636	0	7.92																					18.7749	0.0154	0.001	18.8843	0.0851	18.3846	0.0449	17.831	18.6135	0.1073	0.1243	15.0						2160078801351055272	0.07			535156506	0.16					5785865412129706880	0.16		
☄	500.87	406589661	219.174731	-78.101597	36	59	143641.93-780605.7	57199.4291	0.0014	308.3982	-16.362152	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.793	0	7.92																					18.6151	0.0323	2.396	18.3305	0.2805	18.4531	0.065	8.208	18.6428	0.1783	0.1243	4.9	406589667	246423779	0.08							535156714	0.17					5785864175179051392	0.17	5785864175185190656	4.92
☄	500.98	406582474	218.896771	-77.987708	41	24	143535.22-775915.7	57174.9474	157.807	308.39197	-16.234676	3	3	15	2	1	3.0			0		0			0		0	0	0	2	1	0	1	0	3	1	1	3	0	5	1	0	3	3	5	1	1	0.983	0	5.77											17.0962	0.0279	4.395	17.1414	0.0833	16.5437	0.0099	6.901	16.6001	0.0501	16.1577	0.0107	4.798	16.1512	0.0107	15.971	0.0072	9.924	16.0096	0.0158	0.1128	8.2	406582473	246418614	0.02	888892097	0.23	2160078801351053635	0.17	2892784	8.18	143507599	0.14					5785878163890793728	0.14	5785878159592697728	8.13
☄	501.16	406585928	217.826918	-78.111624	46	90	143118.46-780641.8	57319.6503	365.3583	308.1289	-16.259874	0	0	9	1	1	1.0			0		0			0		0			0		0	0	0	1	1	0	0	0	5	1	0	0	0	3	1	2	0.978	0	7.71																17.7674	0.0301	0.0	17.739	0.1883	17.5954	0.0161	6.654	17.638	0.0498	17.5441	0.0142	20.99	17.5828	0.0542	0.1188	15.0		246421167	0.11	1203867280	0.34	2160078801351057743	0.25			281973359	0.15					5785784941619884800	0.15		
☄	501.17	406593692	218.576376	-78.238331	31	35	143418.33-781417.9	57199.4284	9.0E-4	308.2234	-16.437136	0	0	3	1	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.872	0	7.1																					18.8011	0.0231	5.453	18.9431	0.0919	18.5707	0.0602	0.0	19.1766	0.2284	0.1265	15.0						2160078801351055547	11.78			534215263	0.16					5785769067420576512	0.16	5785769071719954432	14.49
☄	501.32	406593290	219.128496	-78.151653	33	34	143630.83-780905.9	57199.4289	0.0022	308.3677	-16.40388	0	0	3	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	0.504	0	8.91																					19.167	0.0226	0.0	19.0185	0.123	18.5044	0.1103	75.091	18.689	0.1141	0.1275	14.7	406593289	246426370	0.7			2160078801351054389	1.91			849559134	0.25					5785863487984914048	0.25	5785863487984244992	14.72
☄	501.33	406582047	218.778027	-77.973227	83	32	143506.72-775823.6	57199.4277	0.001	308.37457	-16.211403	0	0	2	1	1	3.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0.703	0	6.6																					18.4327	0.074	0.0	18.1267	0.0684	18.3811	0.0587	0.0	18.0989	0.1499	0.1128	11.7	406582044	246418313	0.87	888892043	11.62	2185077301351005682	13.34	2896365	13.25	534213481	0.71					5785878400110878848	0.71	5785878404402616576	1.96
☄	501.34	406585671	217.903011	-78.03551	69	42	143136.72-780207.8	57187.7481	219.1123	308.17502	-16.196007	0	0	7	3	1	1.0			0		0			0		0			0		0			0		0	0	0	4	1	0	0	0	3	1	0	0.964	0	7.84																					17.9012	0.0466	23.592	18.0072	0.0376	17.8868	0.0451	18.672	17.9337	0.0786	0.1119	15.0		246420967	0.08			2160078801351058162	0.53			281973455	0.1					5785787484240615168	0.1		
