,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,367.86,94761370,192.43148,-41.245067,84,31,124943.55-411442.2,57634.4707,2,0,8,2,1,0.979,,,,,,,,,,,,,17.4285,0.1965,17.7208,0.0761,17.394,0.0073,17.4433,0.0468,17.3166,0.012,17.3392,0.0376,5.6,94761371
☄,368.32,94758786,192.551419,-41.428091,77,31,125012.34-412541.1,57809.7983,0,0,5,2,1,0.96,,,,,,,,,,,,,,,,,18.4619,0.0315,18.5469,0.097,17.9221,0.0132,18.0697,0.0642,8.1,94758785
☄,368.37,94759199,192.376295,-41.376321,123,60,124930.31-412234.7,57895.3423,0,0,2,1,1,0.413,,,,,,,,,,,,,,,,,19.0108,0.0516,18.7837,0.1356,18.4349,0.0614,18.23,0.1178,15,
☄,368.51,94759376,192.372499,-41.297172,53,40,124929.39-411749.8,57484.951,0,0,11,2,1,0.983,,,,,,,,,,,,,17.2639,0.0985,17.3436,0.0769,16.9505,0.0123,16.9988,0.0172,16.8274,0.0131,16.8544,0.0449,8.7,94759377
☄,369.32,94759234,192.36419,-41.344596,29,75,124927.40-412040.5,57894.8464,0,0,4,2,1,0.76,,,,,,,,,,,,,,,,,19.0195,0.1062,18.9321,0.0829,18.884,0.026,18.6462,0.2093,9.3,94759233
☄,369.74,94761431,192.468948,-41.233313,23,26,124952.54-411359.9,57371.6391,3,0,11,2,1,0.982,,,,,,,,,16.423,0.0106,16.5911,0.0684,16.0474,0.047,16.0595,0.034,15.7152,0.0169,15.6903,0.0148,15.5939,0.0072,15.6587,0.0242,7.5,94761430
☄,369.74,94759589,192.636726,-41.330523,236,70,125032.81-411949.8,57894.8457,0,0,2,2,1,0.548,,,,,,,,,,,,,,,,,19.6533,0.0239,19.8941,0.1524,,,,,15,
☄,370.2,94761657,192.563462,-41.242226,38,33,125015.23-411432.0,57809.7983,0,0,5,2,1,0.971,,,,,,,,,,,,,,,,,18.3036,0.0087,18.3465,0.0499,18.1984,0.0439,18.3114,0.1292,12.4,94761655
☄,370.33,94759770,192.582226,-41.251082,46,58,125019.73-411503.8,57894.8464,0,0,4,2,1,0.764,,,,,,,,,,,,,,,,,19.1848,0.0366,19.3324,0.0999,18.8682,0.0872,18.9175,0.1755,11.4,94759771
☄,371.05,94759550,192.636366,-41.345194,26,23,125032.72-412042.6,57426.5147,0,0,14,2,1,0.984,,,,,,,,,16.9994,0.0085,17.005,0.1846,16.6307,0.0099,16.6907,0.1075,16.2115,0.007,16.248,0.0162,16.0689,0.0064,16.1132,0.0271,8.9,94759549
☄,371.33,94759549,192.636052,-41.347658,49,40,125032.65-412051.5,57894.8464,0,0,4,2,1,0.935,,,,,,,,,,,,,,,,,18.6256,0.0389,18.637,0.0574,18.4879,0.0231,18.5281,0.1236,8.9,94759550
☄,371.69,94759079,192.626499,-41.373872,30,23,125030.35-412225.9,57403.6517,0,0,15,3,1,0.985,,,,,,,,,16.5413,0.0441,16.5767,0.0491,16.0068,0.0073,16.0425,0.0376,15.6779,0.0105,15.7117,0.0081,15.5375,0.0056,15.5998,0.01,15,
