,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,229.09,274681123,274.421085,-4.929598,25,46,181741.06-045546.5,57013.6409,0,0,2,1,1,0.69,,,,,,,,,,,,,,,,,17.6753,0.0149,17.6748,0.145,16.9708,0.0144,16.8789,0.1425,7.1,274681124
☄,229.24,274680642,274.303845,-4.929543,33,45,181712.92-045546.3,57083.2965,0,0,6,1,1,0.983,,,,,,,,,17.6957,0.0298,17.8679,0.1481,16.1601,0.0127,16.32,0.092,14.5995,0.0166,14.6333,0.0125,13.8156,0.0168,13.8563,0.0123,13.8,274680643
☄,229.66,274680619,274.298599,-4.908297,53,24,181711.66-045429.8,57109.0387,0,0,7,1,1,0.984,,,,,,,,,16.2731,0.0098,16.2197,0.0478,15.0484,0.011,15.0818,0.0305,13.8874,0.0103,13.9057,0.025,13.2599,0.0079,13.2658,0.0127,10.3,274680618
☄,229.95,274681180,274.426315,-4.910383,88,86,181742.31-045437.3,56972.7568,0,0,2,1,1,0.794,,,,,,,,,,,,,,,,,17.8094,0.0177,17.7471,0.1399,17.1465,0.0126,16.8754,0.1187,8.5,274681174
☄,230.26,274697742,274.30615,-4.873608,28,35,181713.47-045224.9,57147.1981,0,0,5,1,1,0.982,,,,,,,,,,,,,16.7681,0.0224,16.3876,0.1176,15.4314,0.0098,15.4349,0.0268,14.7159,0.0074,14.7285,0.0142,9.3,274697740
☄,230.45,274697974,274.348957,-4.841674,249,78,181723.74-045030.0,57316.6407,0,0,3,1,1,0.563,,,,,,,,,,,,,,,,,17.9382,0.0439,17.9535,0.1537,17.4201,0.0618,17.2325,0.1218,13.2,274697825
☄,230.5,274697736,274.302965,-4.880148,36,36,181712.71-045248.5,56763.7892,0,0,1,1,1,0.509,,,,,,,,,,,,,,,,,18.2134,0.0227,18.3474,0.1797,,,,,15,
☄,230.56,274698133,274.395701,-4.84941,36,36,181734.96-045057.8,58004.4086,0,0,1,1,1,0.466,,,,,,,,,,,,,,,,,,,,,17.7938,0.0263,18.1341,0.189,15,
☄,230.57,274681024,274.406577,-4.95087,49,110,181737.57-045703.1,57138.5665,3,0,4,1,1,0.981,,,,,,,,,,,,,16.9009,0.0143,16.8721,0.133,15.5798,0.0117,15.6027,0.0229,14.9516,0.0157,14.7849,0.0286,10.5,274681026
☄,230.74,274698153,274.424622,-4.887606,25,25,181741.90-045315.3,56972.7568,0,0,2,1,1,0.508,,,,,,,,,,,,,,,,,18.1734,0.0323,18.2336,0.1683,17.6038,0.0351,17.7621,0.1932,12.9,274698155
☄,231.44,274680689,274.300611,-4.922443,36,36,181712.14-045520.7,57181.7243,0,0,1,1,1,0.548,,,,,,,,,,,,,,,,,,,,,17.4706,0.0838,16.8563,0.1143,3.8,274680688
☄,231.59,274697794,274.31982,-4.855979,114,106,181716.75-045121.5,57384.0989,0,0,2,1,1,0.489,,,,,,,,,,,,,,,,,18.3486,0.023,18.253,0.2185,18.004,0.0318,18.3911,0.1893,11,274697795
☄,231.62,274680870,274.394595,-4.960079,66,53,181734.70-045736.2,57083.2965,0,0,6,1,1,0.983,,,,,,,,,18.0764,0.0264,18.1597,0.2123,16.6562,0.0197,16.8793,0.1064,15.3869,0.0205,15.463,0.0288,14.7497,0.0332,14.7893,0.0144,11.3,274680869
☄,231.92,274698129,274.409639,-4.860158,93,54,181738.31-045136.5,57323.7957,0,1,4,2,1,0.976,,,,,,,,,,,,,,,,,16.5705,0.0318,16.7416,0.0474,15.8229,0.0169,15.925,0.0859,12.9,274698203
☄,231.93,274698135,274.385017,-4.843859,28,36,181732.40-045037.8,57316.6407,0,0,3,1,1,0.628,,,,,,,,,,,,,,,,,17.758,0.0232,17.85,0.144,17.471,0.0142,17.3373,0.1066,15,
☄,232.07,274680687,274.301257,-4.925047,36,36,181712.30-045530.1,57181.7243,0,0,1,1,1,0.495,,,,,,,,,,,,,,,,,,,,,17.5324,0.0143,17.6546,0.1641,6.7,274680688
☄,232.55,274697972,274.344551,-4.842178,76,36,181722.69-045031.8,57316.6407,0,0,3,1,1,0.656,,,,,,,,,,,,,,,,,18.042,0.0231,18.2922,0.1898,17.2996,0.0178,17.525,0.0894,15,
☄,233.01,274698136,274.38936,-4.845318,87,35,181733.44-045043.1,57316.6407,0,0,3,1,1,0.697,,,,,,,,,,,,,,,,,17.966,0.031,18.201,0.2022,17.313,0.0288,17.2872,0.1411,14,274698282
☄,233.15,274697820,274.338824,-4.843935,31,36,181721.31-045038.1,57316.6407,0,3,3,1,1,0.908,,,,,,,,,,,,,,,,,17.4651,0.0307,17.7831,0.1318,16.6534,0.0109,16.5864,0.0841,15,
