,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,1035.6,504033099,18.305254,-50.368095,36,36,011313.26-502205.1,0,0,31,0,0,1,0.783,,,,,,,,,,,,,,,,,,,,,,,,,15,
☄,1036.03,504027574,18.5085,-50.660104,22,75,011402.04-503936.3,57838.5612,0,7,10,2,1,0.983,,,,,,,,,17.54,0.0114,17.5411,0.0154,17.0699,0.0123,17.0733,0.0165,16.796,0.0053,16.821,0.011,16.6739,0.0096,16.7436,0.0229,15,
☄,1036.18,504028651,19.138576,-50.564075,25,33,011633.25-503350.6,57966.3662,0,0,5,1,1,0.816,,,,,,,,,19.9257,0.0269,19.8661,0.0638,19.8378,0.0157,19.8987,0.1159,19.6231,0.0349,19.8162,0.155,,,,,15,
☄,1036.2,504027692,18.454713,-50.634861,58,25,011349.13-503805.4,57838.5612,0,4,10,2,1,0.955,,,,,,,,,19.7816,0.0107,19.7105,0.2328,18.9772,0.0112,19.0533,0.0408,18.3003,0.007,18.3593,0.0383,17.9481,0.0335,18.0753,0.0614,15,
☄,1036.4,504028558,19.08227,-50.612213,66,36,011619.74-503643.9,57862.7287,0,0,4,2,1,0.508,,,,,,,,,,,,,,,,,19.4726,0.1349,19.7518,0.1405,18.7299,0.0649,18.8705,0.1007,15,
☄,1036.83,504034782,18.800408,-50.130467,226,119,011512.09-500749.6,57751.3036,0,0,2,2,1,0.484,,,,,,,,,,,,,,,,,19.4517,0.0357,19.1783,0.0982,,,,,15,
☄,1038.18,504027567,18.643033,-50.696929,32,32,011434.32-504148.9,57905.1905,0,0,7,2,1,0.668,,,,,,,,,20.0471,0.0171,19.7969,0.1457,19.6609,0.0648,19.4839,0.0847,19.4906,0.0317,19.255,0.1019,,,,,15,
☄,1038.51,504027703,18.41895,-50.613913,36,48,011340.54-503650.0,57871.8651,0,4,9,2,1,0.972,,,,,,,,,19.2992,0.036,19.2846,0.0368,18.9534,0.0295,18.9956,0.0583,18.6955,0.0156,18.7112,0.1112,18.735,0.02,19.1641,0.192,15,
☄,1039.41,504033831,18.411648,-50.225116,93,186,011338.79-501330.4,57968.7182,0,0,2,2,1,0.551,,,,,,,,,,,,,,,,,19.7727,0.0302,19.9185,0.135,,,,,15,
☄,1039.59,504027595,18.672255,-50.701188,33,70,011441.34-504204.2,57825.7519,0,0,6,1,1,0.825,,,,,,,,,,,,,20.2706,0.0259,20.1578,0.1272,18.8994,0.0167,18.9954,0.0601,18.3741,0.0132,18.5508,0.0945,15,
