,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,747.11,460656277,152.39091,-79.895135,51,33,100933.81-795342.4,57127.9775,3,0,12,1,1,0.982,16.9453,0.0316,16.7663,0.1236,16.5484,0.023,16.7831,0.1288,15.4525,0.0154,15.441,0.0222,15.1602,0.0333,15.1982,0.0337,14.9507,0.0092,14.9463,0.0126,14.8951,0.0064,14.9134,0.0196,11.9,460656278
☄,747.29,460715070,152.033681,-80.082387,23,28,100808.08-800456.5,57304.3027,0,4,17,1,1,0.989,,,,,17.0423,0.0143,17.037,0.1711,14.7445,0.0077,14.7581,0.0128,14.1204,0.0061,14.0983,0.035,13.6993,0.0054,13.7003,0.018,13.4762,0.0068,13.4774,0.027,15,
☄,747.41,460717055,150.115722,-80.006769,33,73,100027.77-800024.3,57332.1738,0,0,3,1,1,0.495,,,,,,,,,,,,,18.2046,0.0355,18.4254,0.204,18.1695,0.0203,18.2143,0.1383,,,,,11.3,460717056
☄,747.56,460717674,150.306766,-80.063253,273,25,100113.62-800347.7,57264.5089,0,0,2,1,1,0.482,,,,,,,,,,,,,,,,,18.3375,0.0278,18.2267,0.101,17.9995,0.0438,17.942,0.2019,15,
☄,748.18,460717120,150.071256,-79.983398,59,35,100017.10-795900.2,57264.5095,0,0,4,1,1,0.506,,,,,,,,,,,,,,,,,18.1274,0.0668,18.0739,0.1273,17.8713,0.0576,17.6909,0.1596,15,
☄,748.24,460656166,152.01769,-79.776231,28,22,100804.24-794634.4,57319.9757,0,0,9,1,1,0.955,,,,,,,,,17.9666,0.0311,17.7843,0.1376,17.5103,0.0147,17.4926,0.0764,17.2378,0.0414,17.2101,0.0362,17.1777,0.0107,17.1298,0.096,9,460656164
☄,748.28,460717075,150.036746,-79.917442,13,22,100008.81-795502.7,57235.4901,0,1,11,2,1,0.977,,,,,,,,,16.1181,0.0473,16.1938,0.0563,15.8039,0.0105,15.8427,0.0597,15.5868,0.0086,15.5539,0.0358,15.4488,0.0071,15.4983,0.0368,15,
☄,748.41,460656155,152.088431,-79.788435,64,58,100821.22-794718.3,57332.1744,0,0,6,3,1,0.948,,,,,,,,,,,,,,,,,17.5217,0.0444,17.5979,0.176,16.9317,0.0222,17.0023,0.0579,15,
☄,748.78,460656188,151.857395,-79.754496,54,32,100725.77-794516.1,57061.5161,0,0,4,1,1,0.751,,,,,,,,,18.1813,0.0198,18.4737,0.2222,17.9222,0.027,17.8401,0.1741,17.6179,0.0252,17.4972,0.1198,17.4752,0.0184,17.5158,0.1343,15,
☄,748.84,460715549,151.952133,-80.094921,7,33,100748.51-800541.7,57250.3914,3,0,8,1,1,0.824,,,,,,,,,17.5651,0.0351,17.3974,0.0916,17.2284,0.0208,17.06,0.118,17.019,0.0118,17.0813,0.0978,16.8331,0.0134,16.5636,0.1608,10.3,460715548
